01.Licence Number,02.Current Licence Status,03.Licensee Name,04.Orig BA Code,05.Surface Location,06.Detection Date,07.Report Date,08.Report Status,09.Failure Type,10.Failure Top Depth (mKB),11.Failure Depth Bottom (mKB),12.Reported Resolution,13.Reported Resolution Date,14.Steam Scheme Type,15.Connection Type,16.Final Drill Date
 0330682,RecExempt,Cenovus Energy Inc. (A5D4),0026,03-09-019-08W4,"Sep 19, 2005","Oct 06, 2005",Closed,Hole,270,347,Cement Squeeze/Plug,"Dec 19, 2006",,STC,"Jul 24, 2005"
 0021081,Suspension,Razor Energy Corp. (A7L1),0BP8,04-11-066-11W5,"Apr 01, 2013","Apr 23, 2013",Closed,Burst,1335,1344,Cement Squeeze/Plug,"Oct 18, 2013",,STC,"Aug 07, 1961"
 0024888,Suspension,Blue Sky Resources Ltd. (A7XK),0RW3,12-26-081-09W5,"Apr 04, 1989","Apr 04, 1989",Closed,Hole,,,Cement Squeeze/Plug,"Apr 30, 1989",,STC,"Oct 20, 1963"
 0033279,Suspension,Strategic Oil & Gas Ltd. (A524),0AW4,14-31-119-03W6,"Apr 04, 2007","Mar 13, 2008",Closed,Hole,556,566,Cement Squeeze/Plug,"Feb 14, 2008",,STC,"Jan 13, 1968"
 0361218,Suspension,Vermilion Energy Inc. (A6FW),0RA7,03-06-093-06W5,"Apr 06, 2018","May 08, 2018",Closed,Hole,395,421,Bridge Plug,"Apr 08, 2018",,STC,"Sep 29, 2006"
 0095019,Suspension,Blue Sky Resources Ltd. (A7XK),A6FW,08-26-082-07W5,"Apr 09, 2013","May 06, 2013",Closed,Hole,1,1200,Cement Squeeze/Plug,"Feb 14, 2014",,STC,"Feb 25, 1982"
 0163014,Suspension,Cardinal Energy Ltd. (A6A7),0BP8,07-21-072-04W5,"Apr 10, 2013","May 07, 2013",Closed,Hole,252,252,Replaced Failed Casing,"Apr 19, 2013",,STC,"Jul 06, 1994"
 0031653,Suspension,Cenovus Energy Inc. (A5D4),0007,07-36-110-07W6,"Apr 11, 1990","Apr 11, 1990",Closed,Hole,1670,,Cement Squeeze/Plug,"Jan 11, 1990",,STC,"Feb 28, 1967"
 0126351,Suspension,Cleo Energy Corp. (A7BY),A7BY,05-12-037-07W4,"Apr 11, 2018","Mar 13, 2024",Open,Buckle,823,823,,,,STC,"May 29, 1987"
 0158615,Suspension,Harvest Operations Corp. (0Z0H),0Z0H,06-27-041-12W4,"Apr 12, 2012","Jun 01, 2012",Closed,Hole,8,8,Cement Squeeze/Plug,"May 29, 2012",,STC,"Jun 19, 1993"
 0091708,Suspension,Blue Sky Resources Ltd. (A7XK),0BP8,06-23-084-14W5,"Apr 12, 2014","May 02, 2014",Closed,Hole,312,322,Cement Squeeze/Plug,"May 06, 2014",,STC,"Oct 16, 1981"
 0362454,Suspension,Vermilion Energy Inc. (A6FW),0RA7,13-01-093-07W5,"Apr 12, 2018","May 22, 2018",Closed,Hole,360,496,Bridge Plug,"Apr 13, 2018",,STC,"Oct 17, 2006"
 0462924,Suspension,Hemisphere Energy Corporation (A5E4),A5E4,08-14-021-06W4,"Apr 17, 2021","Apr 20, 2021",Closed,Hole,708,991,Cement Squeeze/Plug,"Apr 20, 2021",,STC,"Jan 11, 2014"
 0019655,Suspension,Razor Energy Corp. (A7L1),0FW6,12-05-065-10W5,"Apr 19, 1991","Apr 19, 1991",Closed,Hole,,,Not Converted,"Nov 30, 2002",,STC,"Nov 24, 1960"
 0372567,Suspension,Canadian Natural Resources Limited (0HE9),0K29,05-04-064-07W4,"Apr 19, 2016","Apr 25, 2016",Closed,Hole,1,5,Replaced Failed Casing,"Apr 29, 2016",,STC,"Feb 26, 2007"
 0392617,Suspension,Cenovus Energy Inc. (A5D4),0R46,13-18-047-04W4,"Apr 21, 2015","Apr 23, 2015",Closed,Hole,1,1,Replaced Failed Casing,"Jun 23, 2015",,STC,"Mar 02, 2008"
 0174236,Suspension,Blue Sky Resources Ltd. (A7XK),0XJ9,15-13-014-19W4,"Apr 22, 2009","Apr 27, 2009",Closed,Hole,127,129,Cement Squeeze/Plug,"Apr 28, 2009",,STC,"Feb 03, 1995"
 0287425,Suspension,Canadian Natural Resources Limited (0HE9),A5D4,05-11-083-19W4,"Apr 23, 2013","Aug 25, 2014",Closed,Collapse,650,651,Failure in Prod Zone,"Apr 23, 2013",,STC,"Jun 15, 2003"
 0287426,Suspension,Canadian Natural Resources Limited (0HE9),A5D4,07-09-083-19W4,"Apr 24, 2012","Aug 25, 2014",Closed,Collapse,776,777,Failure in Prod Zone,"Apr 24, 2012",,STC,"Jul 10, 2003"
 0097979,Suspension,Torxen Energy Ltd. (A7NW),0057,12-26-027-20W4,"Apr 25, 1996","Apr 25, 1996",Closed,Hole,15,,Replaced Failed Casing,"May 09, 1996",,STC,"Oct 24, 1982"
 0327093,Suspension,Canadian Natural Resources Limited (0HE9),0K29,01-22-052-02W4,"Apr 26, 2011","May 02, 2011",Closed,Hole,5,5,Replaced Failed Casing,"Apr 30, 2011",,STC,"Mar 07, 2005"
 0026706,Suspension,Razor Energy Corp. (A7L1),0N00,04-03-062-20W5,"Apr 27, 1988","Apr 27, 1988",Closed,Burst,,,Replaced Failed Casing,"May 17, 1988",,STC,"Nov 01, 1964"
 0139501,Suspension,Canadian Natural Resources Limited (0HE9),0039,08-36-072-06W6,"Aug 01, 2000","Sep 26, 2000",Closed,,588,,Cement Squeeze/Plug,"Aug 15, 2000",,STC,"Apr 25, 1989"
 0027700,Suspension,Cardinal Energy Ltd. (A6A7),0045,12-02-072-04W5,"Aug 02, 2001","Aug 07, 2001",Closed,Hole,87,,Bridge Plug,"Aug 02, 2001",,STC,"Mar 04, 1965"
 0069301,Suspension,Blue Sky Resources Ltd. (A7XK),A7XK,16-29-014-18W4,"Aug 03, 2006","Sep 21, 2023",Closed,Hole,12,14,Entry Error-Ignore,"Aug 03, 2006",Injection,STC,"Jul 01, 1978"
 0018796,Suspension,Razor Energy Corp. (A7L1),0FW6,10-24-065-11W5,"Aug 04, 1991","Aug 04, 1991",Closed,Hole,,,Cement Squeeze/Plug,"Sep 16, 1991",,STC,"Apr 14, 1960"
 0224307,Suspension,Ember Resources Inc. (A1H9),A1H9,10-18-043-23W4,"Aug 04, 2017","Aug 08, 2017",Closed,Hole,,,Entry Error-Ignore,"Aug 24, 2017",,STC,"Aug 02, 1999"
 0073550,Suspension,Wolf Coulee Resources Inc. (A16L),0A7X,14-08-038-20W4,"Aug 06, 2004","Aug 13, 2004",Closed,Hole,1597,1602,Packer,"Sep 15, 2004",,STC,"Jan 10, 1979"
 0266947,Suspension,Canadian Natural Resources Limited (0HE9),0TT5,16-04-083-20W4,"Aug 06, 2009","Aug 14, 2009",Closed,Hole,70,70,Casing Patch,"Sep 07, 2009",,STC,"Jun 23, 2002"
 0102379,Suspension,Vantage Point Resources Inc. (A7PA),0AZ9,14-32-042-23W4,"Aug 07, 1999","Aug 24, 1999",Closed,Parted,191,,Replaced Failed Casing,"Aug 23, 1999",,STC,"Aug 17, 1983"
 0069339,Suspension,West Lake Energy Corp. (A7H7),A23L,15-01-041-06W4,"Aug 07, 2016","Aug 12, 2016",Closed,Hole,3,3,Bridge Plug,"Aug 09, 2016",,STC,"May 23, 1978"
 0081887,Suspension,Cardinal Energy Ltd. (A6A7),0BP8,04-05-073-04W5,"Aug 08, 2009","Aug 31, 2009",Closed,Hole,315,317,Cement Squeeze/Plug,"Nov 01, 2009",,STC,"Apr 16, 1980"
 0055467,Suspension,Baytex Energy Ltd. (0RL9),0FB4,10-10-033-13W4,"Aug 10, 1996","Jan 06, 1998",Closed,Not Converted,691,,Bridge Plug,"Aug 11, 1996",,STC,"Oct 29, 1975"
 0216020,Suspension,Secure Energy Services Inc. (A267),0NZ1,10-31-062-11W5,"Aug 10, 2009","Sep 09, 2009",Closed,Hole,1771,1776,Cement Squeeze/Plug,"Nov 01, 2009",,STC,"Jul 02, 1998"
 0020796,Suspension,Conifer Energy Inc. (A8CW),A5R5,10-33-063-10W5,"Aug 10, 2015","Aug 13, 2015",Closed,Hole,51,52,Replaced Failed Casing,"Aug 20, 2015",,STC,"Jun 13, 1998"
 0319235,Suspension,Avex Energy Inc. (A920),A7NE,12-32-041-19W4,"Aug 10, 2022","Sep 26, 2022",Open,Hole,700,1353,,,,STC,"Dec 09, 2004"
 0307787,Suspension,Canadian Natural Resources Limited (0HE9),0K29,13-20-063-07W4,"Aug 12, 2004","Aug 26, 2004",Closed,Thread Leak,494,494,Cement Squeeze/Plug,"Sep 01, 2004",,STC,"Jun 06, 2004"
 0000356,Suspension,Conifer Energy Inc. (A8CW),0G30,04-16-057-21W4,"Aug 12, 2009","Aug 20, 2009",Closed,Hole,902,903,Cement Squeeze/Plug,"Aug 14, 2009",,STC,"Sep 08, 1949"
 0433983,Suspension,Cardinal Energy Ltd. (A6A7),A5D4,08-14-047-10W4,"Aug 12, 2011","Sep 08, 2011",Closed,Thread Leak,786,791,Replaced Failed Casing,"Dec 07, 2011",,STC,"Jul 07, 2011"
 0115146,Suspension,Cardinal Energy Ltd. (A6A7),0JL8,15-22-069-11W5,"Aug 13, 1989","Aug 13, 1989",Closed,Hole,1016,,Cement Squeeze/Plug,"Dec 16, 1989",,STC,"Jul 28, 1985"
 0017271,Suspension,Cenovus Energy Inc. (A5D4),0FW6,14-28-039-03W5,"Aug 14, 2002","Feb 12, 2003",Closed,,2115,,Cement Squeeze/Plug,"Sep 07, 2002",,STC,"Jul 17, 1959"
 0095402,Suspension,Cardinal Energy Ltd. (A6A7),0BP8,07-30-071-04W5,"Aug 14, 2014","Sep 08, 2014",Closed,Hole,816,978,Cement Squeeze/Plug,"Aug 17, 2014",,STC,"Mar 23, 1982"
 0062275,Suspension,Cenovus Energy Inc. (A5D4),0R46,07-17-047-04W4,"Aug 14, 2015","Aug 26, 2015",Closed,Hole,584,603,Bridge Plug,"Sep 12, 2015",,STC,"Feb 21, 1977"
 0040425,Suspension,Torxen Energy Ltd. (A7NW),0026,10-21-015-15W4,"Aug 19, 2003","Jun 26, 2008",Closed,Hole,209,209,Cement Squeeze/Plug,"Oct 20, 2003",,STC,"Jul 21, 1971"
 0029170,Suspension,Maga Energy Ltd. (A8BA),0R46,10-27-060-27W4,"Aug 19, 2009","Sep 03, 2009",Closed,Hole,3,5,Entry Error-Ignore,"Jan 30, 2010",,STC,"Nov 12, 1965"
 0092379,Suspension,Sinopec Canada Energy Ltd. (A6GD),A6GD,08-10-047-04W5,"Aug 19, 2018","Aug 21, 2018",Closed,Hole,974,979,Failure in Prod Zone,"Sep 20, 2018",,STC,"Nov 10, 1981"
 0040358,Suspension,Canadian Natural Resources Limited (0HE9),0K29,10-17-080-03W6,"Aug 20, 2004","Sep 21, 2004",Closed,Hole,93,93,Replaced Failed Casing,"Aug 24, 2004",,STC,"Jul 16, 1971"
 0020962,Suspension,Maga Energy Ltd. (A8BA),0R46,06-23-060-27W4,"Aug 20, 2009","Nov 13, 2009",Closed,Hole,3,5,Replaced Failed Casing,"Nov 06, 2009",,STC,"Jun 30, 1961"
 0016042,Suspension,Canadian Natural Resources Limited (0HE9),0BL1,14-33-066-10W5,"Aug 21, 1985","Aug 21, 1985",Closed,Hole,,,Cement Squeeze/Plug,"Sep 12, 1985",,STC,"Dec 15, 1958"
 0201120,Suspension,Canadian Natural Resources Limited (0HE9),0K29,16-33-062-07W4,"Aug 21, 2012","Nov 20, 2012",Closed,Hole,5,5,Replaced Failed Casing,"Aug 28, 2012",,STC,"Sep 12, 1997"
 0080176,Suspension,Canadian Natural Resources Limited (0HE9),0HE9,12-09-081-22W4,"Aug 22, 2005","Sep 06, 2005",Closed,Hole,0,4,Replaced Failed Casing,"Aug 26, 2005",,STC,"Mar 17, 1980"
 0055314,Suspension,Cardinal Energy Ltd. (A6A7),0Z0H,07-13-048-09W4,"Aug 23, 2011","Sep 29, 2011",Closed,Hole,132,137,Cement Squeeze/Plug,"Nov 03, 2011",,STC,"Oct 29, 1975"
 0122302,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,14-22-042-07W5,"Aug 23, 2014","Sep 05, 2014",Closed,Collapse,2154,2157,Bridge Plug,"Nov 10, 2014",,STC,"Mar 11, 1986"
 0131829,Suspension,AlphaBow Energy Ltd. (A7H2),0R46,11-32-040-11W4,"Aug 24, 2011","Sep 28, 2011",Closed,Hole,470,471,Cement Squeeze/Plug,"Jan 26, 2012",,STC,"Mar 10, 1988"
 0143103,Suspension,Prairie Provident Resources Canada Ltd. (0T82),0YD3,08-30-052-06W5,"Aug 25, 1991","Aug 25, 1991",Closed,Hole,1703,,Bridge Plug,"Sep 16, 1991",,STC,"Feb 18, 1990"
 0026274,Suspension,Obsidian Energy Ltd. (0BP8),0060,16-27-042-07W5,"Aug 26, 2000","Sep 21, 2000",Closed,Burst,22,,Replaced Failed Casing,"Sep 19, 2000",,STC,"Aug 08, 1964"
 0213696,Suspension,Surge Energy Inc. (0YK4),0RL9,05-24-089-09W5,"Aug 26, 2002","Feb 12, 2003",Closed,Hole,523,,Casing Patch,"Sep 16, 2002",,STC,"Apr 20, 1998"
 0119595,Suspension,Axiom Oil and Gas Inc. (A71K),0R46,13-02-041-03W4,"Aug 26, 2007","Sep 07, 2007",Closed,Hole,0,245,Cement Squeeze/Plug,"Aug 31, 2007",,STC,"Jan 18, 1986"
 0134013,Suspension,Cenovus Energy Inc. (A5D4),0R46,04-01-063-04W4,"Aug 26, 2015","Sep 04, 2015",Closed,Hole,286,288,Bridge Plug,"Sep 02, 2015",,STC,"Jun 30, 1988"
 0340278,Suspension,Blue Sky Resources Ltd. (A7XK),0Z2Z,06-15-081-09W5,"Aug 27, 2010","Nov 09, 2010",Closed,Hole,1687,1691,Cement Squeeze/Plug,"Oct 27, 2010",,STC,"Nov 26, 2005"
 0103621,Suspension,Cenovus Energy Inc. (A5D4),0R46,01-18-046-06W4,"Aug 28, 2012","Sep 06, 2012",Closed,Hole,634,635,Replaced Failed Casing,"Nov 22, 2012",,STC,"Nov 07, 1983"
 0228342,Suspension,Harvest Operations Corp. (0Z0H),0Z0H,09-20-041-12W4,"Aug 30, 2011","Sep 15, 2011",Closed,Hole,6,6,Replaced Failed Casing,"Sep 01, 2011",,STC,"Dec 06, 1999"
 0136137,Suspension,West Lake Energy Corp. (A7H7),A23L,09-24-040-02W4,"Aug 30, 2015","Oct 02, 2015",Closed,Hole,707,707,Entry Error-Ignore,,,STC,"Sep 11, 1988"
 0082027,Suspension,Canadian Natural Resources Limited (0HE9),0HE9,02-27-078-08W5,"Dec 01, 1990","Dec 01, 1990",Closed,Hole,,,Replaced Failed Casing,"Dec 07, 1990",,STC,"May 17, 1980"
 0025615,Suspension,Enhance Energy Inc. (A216),0T65,06-28-040-24W4,"Dec 02, 1992","Dec 02, 1992",Closed,Hole,542,,Packer,"Dec 02, 1992",,STC,"Feb 17, 1964"
 0020693,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,16-21-042-06W5,"Dec 03, 2013","Dec 09, 2013",Closed,Hole,1524,1604,Cement Squeeze/Plug,"Dec 05, 2013",,STC,"Aug 31, 1961"
 0126432,Suspension,Quattro Exploration and Production Ltd. (A5CF),A5CF,14-03-043-19W4,"Dec 03, 2020","Apr 17, 2023",Open,Hole,53,168,,,,STC,"May 20, 1987"
 0205081,Suspension,InPlay Oil Corp. (A6JK),0BP8,14-20-039-04W5,"Dec 05, 2012","Dec 10, 2012",Closed,Hole,2193,2200,Cement Squeeze/Plug,"Mar 01, 2013",,STC,"Sep 01, 1997"
 0146353,Suspension,Kelt Exploration Ltd. (A6D7),0BP8,06-07-078-11W6,"Dec 06, 2011","Jan 27, 2012",Closed,Hole,20,31,Cement Squeeze/Plug,"Mar 16, 2012",,STC,"Nov 28, 1990"
 0123832,Suspension,N7 Energy Ltd. (A73N),0RG8,15-09-066-15W5,"Dec 07, 1994","Dec 07, 1994",Closed,Hole,914,,Cement Squeeze/Plug,"Dec 16, 1994",,STC,"Oct 07, 1986"
 0036024,Suspension,Paramount Resources Ltd. (0AW4),0L31,07-11-117-04W6,"Dec 07, 1999","Jan 24, 2000",Closed,Hole,775,782,Cement Squeeze/Plug,"Dec 19, 1999",,STC,"Mar 27, 1969"
 0066157,Suspension,Lynx Energy ULC (A7AG),0026,06-11-023-20W4,"Dec 08, 2013","Dec 16, 2013",Closed,Hole,1100,1155,Cement Squeeze/Plug,"Dec 13, 2013",,STC,"Dec 22, 1977"
 0155413,Suspension,AlphaBow Energy Ltd. (A7H2),0NM3,02-18-041-24W4,"Dec 08, 2014","Dec 12, 2014",Closed,Hole,481,683,Cement Squeeze/Plug,"Feb 27, 2015",,STC,"Jan 21, 1993"
 0437430,Suspension,Cenovus Energy Inc. (A5D4),0R46,13-05-051-06W4,"Dec 08, 2021","Jan 11, 2022",Closed,Hole,273,274,Bridge Plug,"Dec 09, 2021",,STC,"Nov 07, 2011"
 0015385,Suspension,Canadian Natural Resources Limited (0HE9),A190,05-24-068-22W5,"Dec 09, 2011","Jul 03, 2012",Closed,Hole,25,96,Replaced Failed Casing,"Dec 16, 2011",,STC,"Oct 13, 1987"
 0134060,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,13-30-049-05W5,"Dec 09, 2014","Dec 10, 2014",Closed,Hole,931,939,Bridge Plug,"Jan 18, 2015",,STC,"May 31, 1988"
 0123380,Suspension,Journey Energy Inc. (A2PH),A5RD,16-27-012-05W4,"Dec 09, 2015","Jan 18, 2016",Closed,Hole,770,830,Cement Squeeze/Plug,"Dec 17, 2015",,STC,"Oct 01, 1986"
 0437430,Suspension,Cenovus Energy Inc. (A5D4),0R46,13-05-051-06W4,"Dec 09, 2021","Jan 05, 2022",Closed,Hole,271,273,Bridge Plug,"Dec 09, 2021",,STC,"Nov 07, 2011"
 0089574,Suspension,Logic Energy Ltd. (A67B),A67B,05-12-025-22W4,"Dec 09, 2023","Dec 19, 2023",Open,Hole,1,13,,,,STC,"May 07, 1981"
 0139430,Suspension,West Lake Energy Corp. (A7H7),0G30,10-24-040-06W4,"Dec 10, 1993","Dec 10, 1993",Closed,Parted,25,,Replaced Failed Casing,"Dec 14, 1993",,STC,"Apr 03, 1989"
 0021230,Suspension,Razor Energy Corp. (A7L1),0FW6,10-35-065-11W5,"Dec 11, 1993","Dec 11, 1993",Closed,Hole,5,,Replaced Failed Casing,"Nov 30, 2002",,STC,"Sep 16, 1961"
 0418899,Suspension,Karve Energy Inc. (A7BT),A7BT,07-35-035-09W4,"Dec 13, 2018","Jan 09, 2019",Closed,Hole,13,14,Replaced Failed Casing,"Jan 03, 2019",,STC,"Sep 04, 2010"
 0014560,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,11-04-035-01W5,"Dec 13, 2018","Jan 08, 2019",Open,Hole,883,1250,,,,STC,"Mar 04, 1958"
 0320735,Suspension,Tamarack Valley Energy Ltd. (A04N),A5TT,02-01-047-18W5,"Dec 13, 2019","Jan 12, 2020",Closed,Hole,1820,1821,Entry Error-Ignore,"Feb 28, 2020",,STC,"Sep 03, 2005"
 0032235,Suspension,Paramount Resources Ltd. (0AW4),0L31,10-04-117-04W6,"Dec 14, 1986","Dec 14, 1986",Closed,Hole,,,Monitor As Required,,,STC,"Oct 06, 1967"
 0189448,Suspension,Canadian Natural Resources Limited (0HE9),0K29,02-26-063-08W4,"Dec 14, 2014","Dec 15, 2014",Closed,Thread Leak,368,383,Entry Error-Ignore,"Dec 16, 2014",,STC,"Aug 18, 1996"
 0430467,Suspension,Cenovus Energy Inc. (A5D4),0R46,12-04-051-05W4,"Dec 14, 2017","Dec 15, 2017",Closed,Thread Leak,99,99,Bridge Plug,"Dec 14, 2017",,STC,"May 27, 2011"
 0022818,Suspension,I3 Energy Canada Ltd. (A8HW),0TT5,06-20-040-03W5,"Dec 15, 1988","Dec 15, 1988",Closed,Hole,,,Cement Squeeze/Plug,"Jan 05, 1989",,STC,"Aug 27, 1962"
 0033605,Suspension,Cardinal Energy Ltd. (A6A7),0BP8,10-04-074-05W5,"Dec 15, 1991","Dec 15, 1991",Closed,Hole,,,Monitor As Required,,,STC,"Feb 21, 1968"
 0026653,Suspension,Vantage Point Resources Inc. (A7PA),0BP8,16-04-043-23W4,"Dec 16, 2007","Jan 07, 2008",Closed,Hole,354,465,Cement Squeeze/Plug,"Jan 14, 2008",,STC,"Aug 31, 1964"
 0104505,Suspension,Obsidian Energy Ltd. (0BP8),0001,14-10-042-07W5,"Dec 17, 1992","Dec 17, 1992",Closed,Hole,1165,,Cement Squeeze/Plug,"Mar 09, 1992",,STC,"Dec 10, 1983"
 0009472,Suspension,SanLing Energy Ltd. (A7AZ),A1T7,16-35-029-21W4,"Dec 17, 2007","Jan 07, 2008",Closed,Hole,224,1432,Cement Squeeze/Plug,"Jan 08, 2008",,STC,"Jan 26, 1956"
 0032051,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,08-13-042-06W5,"Dec 17, 2015","Dec 22, 2015",Closed,Hole,552,732,Bridge Plug,"Dec 18, 2015",,STC,"May 29, 1967"
 0032051,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,08-13-042-06W5,"Dec 17, 2015","Jan 11, 2016",Closed,Hole,552,732,Bridge Plug,"Dec 17, 2015",,STC,"May 29, 1967"
 0031781,Suspension,Paramount Resources Ltd. (0AW4),0L31,10-14-117-04W6,"Dec 18, 1986","Feb 10, 1987",Closed,Hole,534,1410,Replaced Failed Casing,"Feb 04, 1987",,STC,"Mar 14, 1967"
 0340278,Suspension,Blue Sky Resources Ltd. (A7XK),0Z2Z,06-15-081-09W5,"Dec 18, 2005","Jan 17, 2006",Closed,Thread Leak,22,27,Casing Patch,"Jan 01, 2006",,STC,"Nov 26, 2005"
 0067821,Suspension,Torxen Energy Ltd. (A7NW),A5D4,06-03-016-16W4,"Dec 18, 2016","Jan 04, 2017",Closed,Hole,995,1008,Cement Squeeze/Plug,"Jan 06, 2017",,STC,"Jan 24, 1978"
 0063366,Suspension,Cenovus Energy Inc. (A5D4),0R46,06-33-108-07W6,"Dec 19, 1988","Dec 19, 1988",Closed,Hole,1809,,Packer,"Dec 19, 1988",,STC,"Jul 26, 1977"
 0414057,Suspension,Blackspur Oil Corp. (A6F7),A6F7,12-29-019-13W4,"Dec 19, 2023","Jan 03, 2024",Open,Hole,1012,1048,,,,STC,"Dec 06, 2009"
 0000543,Suspension,Conifer Energy Inc. (A8CW),0007,11-05-058-21W4,"Dec 22, 1993","Dec 22, 1993",Closed,Hole,1,,Replaced Failed Casing,"Mar 03, 1994",,STC,"Sep 13, 1949"
 0150600,Suspension,Canadian Natural Resources Limited (0HE9),0JD4,04-18-019-13W4,"Dec 28, 1991","Dec 28, 1991",Closed,Hole,1023,,Not Converted,"Nov 30, 2002",,STC,"Nov 30, 1991"
 0051025,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,07-31-044-04W5,"Dec 28, 2015","Jan 11, 2016",Closed,Collapse,2119,2120,Bridge Plug,"Dec 30, 2015",,STC,"Oct 03, 1974"
 0181959,Suspension,West Lake Energy Corp. (A7H7),A5H3,11-16-041-01W4,"Dec 31, 2012","Jan 23, 2013",Closed,Hole,3,3,Replaced Failed Casing,"Jan 04, 2013",,STC,"Nov 13, 1995"
 0209934,Suspension,Canadian Natural Resources Limited (0HE9),0HE9,08-16-068-04W4,"Feb 01, 2014","Feb 03, 2014",Closed,Parted,198,198,Cement Squeeze/Plug,"Feb 19, 2014",,STC,"Jan 14, 1998"
 0039446,Suspension,Harvest Operations Corp. (0Z0H),0TD2,02-33-041-12W4,"Feb 02, 1993","Feb 02, 1993",Closed,Hole,929,,Entry Error-Ignore,,,STC,"Feb 01, 1971"
 0088025,Suspension,Cardinal Energy Ltd. (A6A7),0045,04-36-072-05W5,"Feb 03, 2004","Feb 25, 2004",Closed,Hole,805,925,Cemented Liner,"Feb 03, 2004",,STC,"Feb 12, 1981"
 0016801,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,14-11-050-10W5,"Feb 04, 2015","Feb 17, 2015",Closed,Hole,1301,1384,Cement Squeeze/Plug,"Feb 07, 2015",,STC,"Mar 24, 1959"
 0121175,Suspension,Canadian Natural Resources Limited (0HE9),0BM8,11-08-062-25W5,"Feb 06, 1986","Feb 06, 1986",Closed,Burst,,,Cement Squeeze/Plug,"Feb 06, 1986",,STC,"Feb 13, 1986"
 0143523,Suspension,ConocoPhillips Canada Resources Corp. (A5G3),A5G3,12-06-082-06W4,"Feb 06, 2024","Feb 07, 2024",Closed,Parted,98,99,Cement Squeeze/Plug,"Mar 09, 2024",,STC,"Mar 04, 1990"
 0030400,Suspension,Entrada Resources Inc. (A7DT),0007,16-26-042-07W5,"Feb 07, 1998","Mar 27, 1998",Closed,Hole,1331,,Not Converted,"Feb 09, 1998",,STC,"Aug 25, 1966"
 0053717,Suspension,Crescent Point Energy Corp. (A2J6),A1C9,10-18-063-21W5,"Feb 07, 2008","Feb 12, 2008",Closed,Hole,622,622,Packer,"Feb 09, 2008",,STC,"Sep 24, 1975"
 0020276,Suspension,Razor Energy Corp. (A7L1),0FW6,10-01-065-11W5,"Feb 08, 1991","Feb 08, 1991",Closed,Hole,,,Cement Squeeze/Plug,"Feb 23, 1991",,STC,"Feb 23, 1961"
 0113131,Suspension,NuVista Energy Ltd. (A0A7),A0A7,13-16-112-06W6,"Feb 08, 2013","Mar 08, 2013",Closed,Hole,1322,1446,Cement Squeeze/Plug,"Feb 12, 2014",,STC,"Jan 19, 2000"
 0014798,Suspension,Obsidian Energy Ltd. (0BP8),A21Y,04-22-049-10W5,"Feb 09, 1980","Feb 09, 1980",Closed,Collapse,1665,,Entry Error-Ignore,"Apr 13, 2010",,STC,"Apr 02, 1958"
 0462037,Suspension,Canadian Natural Resources Limited (0HE9),0K29,14-14-063-06W4,"Feb 09, 2014","Feb 14, 2014",Closed,Burst,48,48,Cement Squeeze/Plug,"Feb 10, 2014",,STC,"Feb 07, 2014"
 0014344,Suspension,Harvest Operations Corp. (0Z0H),0TD2,12-22-041-12W4,"Feb 10, 1987","Jan 01, 1988",Closed,Hole,923,929,Casing Patch,"Mar 29, 1987",,STC,"Dec 13, 1957"
 0229377,Suspension,Canadian Natural Resources Limited (0HE9),0CW2,02-32-075-08W4,"Feb 10, 2000","Feb 11, 2000",Closed,Hole,481,,Bridge Plug,"Nov 30, 2002",,STC,"Jan 15, 2000"
 0089616,Suspension,Petrus Resources Corp. (A632),0246,10-17-040-09W5,"Feb 11, 1991","Feb 11, 1991",Closed,Hole,1491,,Cement Squeeze/Plug,"Mar 05, 1991",,STC,"Sep 07, 1981"
 0040515,Suspension,Paramount Resources Ltd. (0AW4),0L31,07-15-116-04W6,"Feb 11, 1999","Apr 26, 1999",Closed,Hole,1360,,Cement Squeeze/Plug,"Feb 12, 1999",,STC,"Sep 01, 1971"
 0064358,Suspension,Pine Cliff Energy Ltd. (A1GR),A1GR,11-16-047-10W4,"Feb 11, 2017","Feb 13, 2017",Closed,Thread Leak,208,209,Casing Patch,"Jul 18, 2017",,STC,"Jul 08, 1977"
 0009500,Suspension,Signalta Resources Limited (0R89),0JD4,06-15-056-27W4,"Feb 13, 2002","Feb 21, 2002",Closed,Hole,3,,Replaced Failed Casing,"Feb 16, 2002",,STC,"Jun 22, 1955"
 0037468,Suspension,NuVista Energy Ltd. (A0A7),A0A7,08-33-112-06W6,"Feb 13, 2020","Feb 14, 2020",Closed,Hole,595,598,Cement Squeeze/Plug,"Feb 16, 2020",,STC,"Feb 19, 1996"
 0147132,Suspension,Athabasca Oil Corporation (A28L),A28L,10-20-081-08W4,"Feb 14, 2024","Mar 13, 2024",Closed,Thread Leak,320,331,Bridge Plug,"Feb 21, 2024",,STC,"Jan 05, 1991"
